"Order.ID","Coupon_Details","Customer.ID","Order.Date","Billing.Suburb","Billing.State","Billing.Zip","ProductID","ProductQty","ProductSKU","ProductName","ProductWeight","ProductUnitPrice","ProductTotalPrice","ProductDetail_1","ProductDetail_2","ProductDetail_3","ProductDetail_4","ProductDetail_5","ProductDetail_6","ProductDetail_7","ProductDetail_8","ProductDetail_9","ProductDetail_10","ProductDetail_11","ProductDetail_12","ProductDetail_13","ProductDetail_14","ProductDetail_15"
851,"",198,"26/07/2022","Princeton","IN","47670",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
851,"",198,"26/07/2022","Princeton","IN","47670",258,1,"","Meat Bag",10,19.1,19.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
851,"",198,"26/07/2022","Princeton","IN","47670",272,1,"","Mexican Dinner Bag",16,12.03,12.03,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1015,"",198,"6/9/2022","Princeton","IN","47670",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1015,"",198,"6/9/2022","Princeton","IN","47670",299,1,"","Flavor Bag",60,10,10,"12 oz. Olive Oil: Included","5 oz. Balsamic Vinegar: Included","5 oz. Apple Cider Vinegar: Included","8 oz. Maple Syrup: Included","5 oz. Soy Sauce: Included","1 oz. Basil Leaf: Included","1 oz. Ground Cumin: Included","1 oz. Smoked Paprika: Included","1 oz. Curry Powder: Included","1 oz. Oregano Leaf Mexican: Included","1 oz. Dill Weed: Included","1 oz. Garlic Powder: Included","1 oz. Onion Powder: Included",NA,NA
1387,"",198,"27/12/2022","Princeton","IN","47670",243,1,"","Dairy / Egg Bag",10,12.7,12.7,"Choice of milk: Gallon 2% Milk","32 oz. Vanilla Yogurt: Included","1 lb. Butter: Included","16 oz. Sour Cream: Included","16 oz. Cottage Cheese: Included","1 lb. Colby Jack Cheese: Included","1 lb. Mozzarella Cheese: Included","1 Dozen Eggs: Included",NA,NA,NA,NA,NA,NA,NA
1387,"",198,"27/12/2022","Princeton","IN","47670",265,1,"","Italian Dinner Bag",16,9.21,9.21,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
455,"",200,"8/2/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
455,"",200,"8/2/2022","Evansville","IN","47712-4526",258,1,"","Meat Box",10,16.4,16.4,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
467,"",200,"21/02/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Box",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
467,"",200,"21/02/2022","Evansville","IN","47712-4526",258,1,"","Meat Box",10,16.4,16.4,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
467,"",200,"21/02/2022","Evansville","IN","47712-4526",265,1,"","Italian Dinner Box",16,6.75,6.75,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
502,"",200,"7/3/2022","Evansville","IN","47712-4526",241,1,"","Breakfast Box",10,13.15,13.15,"Choice of milk: Gallon Whole Milk","8 oz. Colby Cheese: Included","One Dozen Eggs: Included","1 lb. of Butter: Included","1 lb. Bisquick Baking Mix: Included","1 lb. Frozen Blueberries: Included","12 oz. Cheerios Cereal: Included","1 lb. Rolled Oats: Included",NA,NA,NA,NA,NA,NA,NA
502,"",200,"7/3/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
502,"",200,"7/3/2022","Evansville","IN","47712-4526",258,1,"","Meat Box",10,16.4,16.4,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
560,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",200,"30/03/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Box",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
560,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",200,"30/03/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Box",10,12.07,12.07,"1 lb. Grapes: Indluded","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Bartlett Pear - 4 Count",NA,NA,NA,NA,NA,NA,NA
560,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",200,"30/03/2022","Evansville","IN","47712-4526",258,1,"","Meat Box",10,16.4,16.4,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
560,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",200,"30/03/2022","Evansville","IN","47712-4526",265,1,"","Italian Dinner Box",16,6.75,6.75,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
560,"Coupon Code: FocusTEN, Coupon Name: Focus Group Spring 2022, Coupon Value: 10.00",200,"30/03/2022","Evansville","IN","47712-4526",272,1,"","Mexican Dinner Box",16,10.41,10.41,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
612,"",200,"19/04/2022","Evansville","IN","47712-4526",265,1,"","Italian Dinner Bag",16,7.01,7.01,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
612,"",200,"19/04/2022","Evansville","IN","47712-4526",299,1,"","Flavor Bag",60,10,10,"12 oz. Olive Oil: Included","5 oz. Balsamic Vinegar: Included","5 oz. Apple Cider Vinegar: Included","8 oz. Maple Syrup: Included","5 oz. Soy Sauce: Included","1 oz. Basil Leaf: Included","1 oz. Ground Cumin: Included","1 oz. Smoked Paprika: Included","1 oz. Curry Powder: Included","1 oz. Oregano Leaf Mexican: Included","1 oz. Dill Weed: Included","1 oz. Garlic Powder: Included","1 oz. Onion Powder: Included",NA,NA
624,"",200,"1/5/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Bag",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
624,"",200,"1/5/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
624,"",200,"1/5/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,17.1,17.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
664,"",200,"16/05/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Bag",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
664,"",200,"16/05/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
664,"",200,"16/05/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,17.1,17.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
683,"",200,"29/05/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
683,"",200,"29/05/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,17.1,17.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
683,"",200,"29/05/2022","Evansville","IN","47712-4526",272,1,"","Mexican Dinner Bag",16,11.25,11.25,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
757,"",200,"26/06/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
757,"",200,"26/06/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,17.1,17.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
757,"",200,"26/06/2022","Evansville","IN","47712-4526",265,1,"","Italian Dinner Bag",16,7.01,7.01,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
757,"",200,"26/06/2022","Evansville","IN","47712-4526",272,1,"","Mexican Dinner Bag",16,11.25,11.25,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
757,"",200,"26/06/2022","Evansville","IN","47712-4526",299,1,"","Flavor Bag",60,10,10,"12 oz. Olive Oil: Included","5 oz. Balsamic Vinegar: Included","5 oz. Apple Cider Vinegar: Included","8 oz. Maple Syrup: Included","5 oz. Soy Sauce: Included","1 oz. Basil Leaf: Included","1 oz. Ground Cumin: Included","1 oz. Smoked Paprika: Included","1 oz. Curry Powder: Included","1 oz. Oregano Leaf Mexican: Included","1 oz. Dill Weed: Included","1 oz. Garlic Powder: Included","1 oz. Onion Powder: Included",NA,NA
803,"",200,"12/7/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
803,"",200,"12/7/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,17.1,17.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
838,"",200,"25/07/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,19.1,19.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
838,"",200,"25/07/2022","Evansville","IN","47712-4526",265,1,"","Italian Dinner Bag",16,9.21,9.21,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
838,"",200,"25/07/2022","Evansville","IN","47712-4526",272,1,"","Mexican Dinner Bag",16,12.03,12.03,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
918,"",200,"20/08/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Bag",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
918,"",200,"20/08/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
918,"",200,"20/08/2022","Evansville","IN","47712-4526",265,1,"","Italian Dinner Bag",16,9.21,9.21,"16 oz. Whole Grain Spaghetti Noodles: Included","1 lb. Ground Beef: Included","14 oz. Jar Marinara Sauce: Included","16 in. Premade Pizza Crust: Included","8 oz. Mozarella Cheese: Included","8 oz. Grated Parmesan Cheese: Included","14 oz. Jar of Pizza Sauce: Included",NA,NA,NA,NA,NA,NA,NA,NA
918,"",200,"20/08/2022","Evansville","IN","47712-4526",272,1,"","Mexican Dinner Bag",16,12.03,12.03,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1023,"",200,"18/09/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Bag",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1023,"",200,"18/09/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
1023,"",200,"18/09/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,19.1,19.1,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
1143,"",200,"17/10/2022","Evansville","IN","47712-4526",258,1,"","Meat Bag",10,19.99,19.99,"6 Chicken Breast","frozen: Included","1 lb. Breaded / Cooked Chicken Breast Tenders","frozen: Included","1 lb. Ground Turkey","frozen: Included","1 lb. Ground Beef","frozen: Included","1 lb. Sausage","frozen: Included","1 lb. Bacon: Included","6 Pork Chops","frozen: Included",NA,NA
1143,"",200,"17/10/2022","Evansville","IN","47712-4526",272,1,"","Mexican Dinner Bag",16,12.81,12.81,"10","8&quot; Tortillas - Frozen: Included","10 Taco Shells: Included","1 lb. Ground Turkey: Included","1 lb. Diced Chicken Breast","Cooked: Included","16 oz. Salsa: Included","1 lb. Colby Jack Cheese: Included","12 oz. Corn Chips: Included","1 Can Black Beans: Included","Head of Lettuce: Included","Avocado: Included","1 Can Pinto Beans: Included",NA,NA
1266,"",200,"27/11/2022","Evansville","IN","47712-4526",248,1,"","Fresh Vegetable Bag",10,14.01,14.01,"12 oz. Broccoli: Included","Head of Cauliflower: Included","Head of Cabbage: Included","1 lb. Whole Carrots: Included","12 oz. Bag Spinach: Included","2 Onions: Included","4 Sweet Potatoes: Included","Bell Pepper: Included",NA,NA,NA,NA,NA,NA,NA
1266,"",200,"27/11/2022","Evansville","IN","47712-4526",255,1,"","Fresh Fruit Bag",10,12.07,12.07,"1 lb. Grapes: Included","1 lb. Strawberries: Included","1 lb. Fresh Blueberries: Included","6 Apples: Included","1 Bunch Bananas: Included","6 Oranges: Included","3 Lemons: Included","4 Pears: Included",NA,NA,NA,NA,NA,NA,NA
